[English Term]	[Arabic Translation]	[Sentiment Score]	[Positive Occurrence Count]	[Negative Occurrence Count]
spur	مهماز	2.557	8	1
outstanding	معلقة	2.557	96	12
sexiness	جنس	2.557	8	1
#weekend	#نهاية_الأسبوع	2.557	32	4
#paris	#باريس	2.557	16	2
kristian	كريستيان	2.557	8	1
#countdown	#العد_التنازلي	2.557	8	1
#totally	#تماما	2.557	8	1
elie	إيلي	2.557	8	1
#wise	#حكيم	2.557	8	1
#gifts	#الهدايا	2.557	8	1
wilfred	ويلفريد	2.557	8	1
raindrops	قطرات المطر	2.557	8	1
winery	مصنع الخمرة	2.557	8	1
sensations	الأحاسيس	2.557	32	4
#muse	#شاعر	2.557	8	1
sirloin	لحم الخاصرة	2.557	8	1
#props	#الدعائم	2.557	8	1
pigging	ولادة الخنازير	2.557	8	1
mocha	المخاوي	2.55	135	17
#awesome	#رائع	2.541	433	55
sunrise	شروق الشمس	2.536	94	12
#gymnastics	#رياضة_بدنية	2.526	31	4
aroma	نكهة	2.515	23	3
upwards	صاعدا	2.515	23	3
smoothies	العصائر	2.515	23	3
extraordinary	استثنائي	2.515	46	6
slab	بلاطة	2.493	15	2
#mm	#مم	2.493	15	2
cr	كر	2.493	30	4
minis	الثياب	2.493	15	2
matchbox	علبة الثقاب	2.493	15	2
#organic	#عضوي	2.493	15	2
solos	المعزوفات المنفردة	2.493	15	2
#inlove	#يعشق	2.493	165	22
chugging	الأزيز	2.493	15	2
muhammad	محمد	2.493	15	2
snuggling	التحاضن	2.485	67	9
#sunshine	#إشراق	2.47	22	3
#breakfast	#إفطار	2.47	22	3
#idol	#المعبود	2.47	44	6
mountains	الجبال	2.462	80	11
#entertainment	#تسلية	2.459	29	4
cosmetics	مستحضرات التجميل	2.459	29	4
#hollywood	#هوليوود	2.459	29	4
#bliss	#النعيم	2.45	79	11
#nails	#المسامير	2.447	43	6
#yummy	#لذيذ	2.446	93	13
skies	السماوات	2.44	64	9
braveheart	شجاع القلب	2.424	7	1
#bowl	#عاء	2.424	7	1
#wanted	#مطلوب	2.424	7	1
robbins	روبنز	2.424	7	1
#entrepreneur	#مقاول	2.424	7	1
saab	صعب	2.424	7	1
comforters	المعزون	2.424	7	1
dapper	أنيق	2.424	7	1
#thoughtful	#مدروس	2.424	7	1
soothes	البلسم	2.424	7	1
havana	هافانا	2.424	7	1
#color	#اللون	2.424	7	1
tau	تاو	2.424	7	1
meringue	مرنغ	2.424	7	1
#champ	#عض	2.424	7	1
iris	قزحية	2.424	21	3
#memorable	#بارز	2.424	7	1
#olivegarden	#حديقة_الزيتون	2.424	7	1
dreamer	حالم	2.424	7	1
radiant	مشع	2.424	7	1
jupiter	كوكب المشتري	2.424	21	3
castro	كاسترو	2.424	7	1
#atlanta	#أتلانتا	2.424	7	1
steamy	إغرائي	2.424	14	2
ciabatta	سياباتا	2.424	7	1
#lips	#شفاه	2.424	7	1
#silky	#حريري	2.424	7	1
#leaders	#القادة	2.424	7	1
corbin	كوربن	2.424	7	1
thinker	مفكر	2.424	7	1
#light	#ضوء	2.424	7	1
msc	ماجستير	2.424	14	2
patricia	باتريشيا	2.424	7	1
brulee	بروليه	2.424	7	1
#smiley	#مبتسم	2.424	7	1
eczema	الأكزيما	2.424	7	1
creamer	المقشدة أداة	2.424	28	4
#sojealous	#غيور_جدا	2.424	7	1
extraordinarily	غير عادي	2.424	7	1
sauvignon	استرلينيا	2.424	7	1
#mmmmmm	#ممممم	2.424	7	1
rector	رئيس جامعة	2.424	7	1
peppered	يتخلله	2.424	7	1
#dancing	#رقص	2.424	14	2
nibbles	يقضم	2.424	7	1
ledger	دفتر الحسابات	2.424	14	2
poncho	المعطف	2.424	7	1
capp	كاب	2.424	7	1
#support	#الدعم	2.424	21	3
#eating	#طعام	2.424	7	1
#goddess	#إلاهة	2.424	14	2
pinot	بينو	2.424	28	4
paco	باكو	2.424	7	1
libra	برج الميزان	2.424	7	1
#elite	#نخبة	2.424	7	1
#allmine	#كلها_لي	2.424	7	1
#listen	#استمع	2.424	7	1
hari	هاري	2.424	7	1
#sparkles	#البريق	2.424	7	1
#bowie	#باوي	2.424	7	1
moor	مستنقع	2.424	7	1
fracture	كسر	2.424	14	2
#butterflies	#الفراشات	2.424	7	1
completes	يكمل	2.424	14	2
scorching	لاذع	2.424	7	1
#influence	#تأثير	2.424	7	1
blizzards	العواصف الثلجية	2.424	7	1
#hairstylist	#مصفف_الشعر	2.424	7	1
numbed	مخدر	2.424	7	1
#homemade	#بيتي	2.424	14	2
gramps	جرامبس	2.424	7	1
#spicy	#حار	2.424	7	1
#humble	#متواضع	2.424	21	3
showjumping	سباق قفز الحواجز	2.424	7	1
arugula	جرجير	2.424	7	1
colony	مستعمرة	2.424	7	1
#efficient	#فعال	2.424	7	1
#ladylike	#مهذب	2.424	14	2
spiced	متبل	2.424	21	3
sundress	فستان الشمس	2.424	7	1
#exclusive	#حصرية	2.424	7	1
serene	هادئ	2.424	7	1
peters	بيترز	2.424	14	2
mediocrity	توسط	2.4	41	6
vibes	أداة نقر موسيقية	2.4	82	12
mayday	مايو يوم	2.395	34	5
linings	بطانات	2.395	34	5
clouds	سحاب	2.395	102	15
#art	#فن	2.395	34	5
xoxo	بالجمله	2.387	27	4
inspiring	مثير	2.387	81	12
#sogood	#جيد_جدا	2.387	108	16
stunning	مذهل	2.382	188	28
kunis	كونيس	2.38	67	10
hubs	محاور	2.375	20	3
#productive	#منتج	2.375	40	6
mixes	يمزج	2.375	20	3
#cinema	#السينما	2.375	20	3
#favorite	#مفضل	2.375	40	6
#fitness	#لياقة_بدنية	2.375	40	6
#socute	#لطيف_جدا	2.375	40	6
#feels	#يشعر	2.365	33	5
mmmmm	سيربح المليون	2.362	79	12
farah	فرح	2.361	46	7
#peace	#سلام	2.361	46	7
#win	#فاز	2.358	59	9
#okay	#حسنا	2.358	59	9
excellent	ممتاز	2.357	419	64
cozy	دافئ	2.355	98	15
#hero	#بطل	2.35	26	4
joyful	سعيد	2.35	13	2
daryl	داريل	2.35	13	2
#most	#معظم	2.35	13	2
#tuesday	#الثلاثاء	2.35	13	2
#yoga	#اليوغا	2.35	13	2
sunroof	فتحة سقف	2.35	13	2
#tips	#نصائح	2.35	13	2
javier	خافيير	2.35	13	2
contemporary	معاصر	2.35	13	2
bonfires	النيران	2.35	13	2
vault	قبو	2.35	91	14
#fun	#مرح	2.344	181	28
#woo	#وو	2.334	32	5
lindt	يندت	2.334	32	5
spa	منتجع	2.324	114	18
mimosas	ميموزا	2.324	19	3
#red	#أحمر	2.324	38	6
gourmet	ذواق	2.324	19	3
stormy	عاصف	2.324	19	3
#determination	#تقرير	2.324	19	3
#confidence	#الثقة	2.324	19	3
lullaby	تهليل	2.324	19	3
#newyork	#نيويورك	2.324	19	3
duper	المخادع	2.324	19	3
heavenly	سماوي	2.324	57	9
amputee	مبتور اليد	2.324	19	3
iver	إيفر	2.316	44	7
breathtaking	مثير	2.311	25	4
#wisdom	#حكمة	2.311	25	4
gazing	يحدق	2.311	25	4
#believe	#اعتقد	2.311	75	12
#welldone	#أحسنت	2.303	31	5
toasted	المحمص	2.297	74	12
#genius	#عبقرية	2.297	37	6
peach	خوخ	2.294	123	20
#smart	#ذكي	2.293	43	7
raspberry	توت العليق	2.289	104	17
#tall	#طويل	2.27	12	2
#lord	#رب	2.27	6	1
itu	الاتحاد الدولي للاتصالات	2.27	6	1
cinematic	السينمائي	2.27	6	1
tamar	تامار	2.27	6	1
cello	التشيلو	2.27	12	2
concerto	كونشيرتو قصير	2.27	6	1
imperfection	نقص	2.27	6	1
amour	العمور	2.27	6	1
#birds	#الطيور	2.27	6	1
shaping	تشكيل	2.27	12	2
greenwich	غرينتش	2.27	6	1
alam	علم	2.27	6	1
innovative	مبتكرة	2.27	6	1
#kindness	#لطف	2.27	6	1
finer	أدق	2.27	12	2
complemented	تستكمل	2.27	6	1
snorkeling	الغوص	2.27	6	1
#myfavorite	#أفضله	2.27	18	3
#social	#اجتماعي	2.27	6	1
pilgrim	حاج	2.27	6	1
#fame	#شهرة	2.27	6	1
starlight	مضاء بالنجوم	2.27	6	1
#bomb	#قنبلة	2.27	6	1
aviators	الطيارين	2.27	6	1
luncheon	غداء	2.27	6	1
wafers	رقائق	2.27	6	1
sauteed	سوتيه	2.27	6	1
#simply	#ببساطة	2.27	6	1
relieving	تخفيف	2.27	6	1
pralines	حلوى اللوز	2.27	6	1
#educated	#مثقف	2.27	6	1
#sparkly	#سباركلي	2.27	6	1
marriott	ماريوت	2.27	6	1
#star	#نجمة	2.27	6	1
#vs	#ضد	2.27	12	2
candlelight	ضوء الشموع	2.27	18	3
cloudless	تغيم	2.27	6	1
vibration	اهتزاز	2.27	12	2
#tryit	#جربها	2.27	6	1
#lifeisgood	#الحياة_جيدة	2.27	24	4
superlatives	التفوق	2.27	6	1
#freaking	#ينقط	2.27	6	1
#mum	#ماما	2.27	6	1
padre	بادري	2.27	12	2
#victory	#فوز	2.27	6	1
#pow	#الأسرى	2.27	6	1
#evening	#مساء	2.27	6	1
faultless	لا عيب فيه	2.27	6	1
#prime	#أولي	2.27	6	1
maids	الخادمات	2.27	6	1
#awesomeness	#الذهول	2.27	6	1
footprints	آثار أقدام	2.27	6	1
#barber	#حلاق	2.27	6	1
beckinsale	بيكنسيل	2.27	6	1
dined	العشاء	2.27	6	1
bistro	حانة صغيرة	2.27	6	1
#oneday	#يوما_ما	2.27	12	2
rediscovered	اكتشاف	2.27	6	1
petals	بتلات	2.27	6	1
ukulele	القيثارة	2.27	6	1
bose	بوس	2.27	6	1
flux	تدفق	2.27	6	1
#relaxed	#استرخاء	2.27	30	5
kayak	قوارب الكاياك	2.27	6	1
#tasteful	#لذيذ	2.27	6	1
temptations	إغراءات	2.27	6	1
zest	تلذذ	2.27	6	1
#sobeautiful	#جميل_جدا	2.27	6	1
quaker	كويكر	2.27	6	1
cadet	تلميذ عسكري	2.27	6	1
#popcorn	#الفشار	2.27	6	1
#rocket	#صاروخ	2.27	6	1
teacup	فنجان شاي	2.27	6	1
obstacle	عقبة	2.27	6	1
nous	عقل	2.27	6	1
wentworth	وينتوورث	2.27	6	1
#deserved	#مستحق	2.27	6	1
saks	ساكس	2.27	6	1
fonder	لعا	2.27	6	1
adorn	تزين	2.27	12	2
barre	بري	2.27	6	1
cordon	التطويق	2.27	6	1
crawfish	المتراجع عن	2.27	6	1
#blog	#بلوق	2.27	12	2
cosey	كوسي	2.27	6	1
corona	إكليل	2.27	48	8
#heroes	#الأبطال	2.27	6	1
#trendy	#شائع	2.27	6	1
blige	بليج	2.27	6	1
soir	سوار	2.27	6	1
asparagus	نبات الهليون	2.27	12	2
snapple	سنابل	2.27	6	1
asada	اسادا	2.27	6	1
#terribleness	#الفظاعه	2.27	6	1
dimmed	خافتة	2.27	6	1
torrential	متدفق	2.27	18	3
ignition	اشتعال	2.27	6	1
#praise	#مدح	2.27	6	1
deliciously	لذيذ	2.27	6	1
zidane	زيدان	2.27	12	2
#dancer	#راقصة	2.27	6	1
#fresh	#طازج	2.27	90	15
hotness	تكون السبب	2.27	6	1
#decent	#لائق	2.27	12	2
madras	مدراس	2.27	6	1
sherman	شيرمان	2.27	6	1
cutoff	قطع	2.27	6	1
benji	بينجي	2.27	6	1
#practice	#ممارسة	2.27	12	2
nevada	نيفادا	2.27	6	1
empowering	تمكين	2.27	18	3
toured	جال	2.27	6	1
brightened	أشرقت	2.27	6	1
saut	سوت	2.27	6	1
limeade	يميدي	2.27	6	1
uniquely	فريد	2.27	6	1
bel	البل	2.27	24	4
homemade	بيتي	2.253	289	49
mmmmmm	ممممم	2.236	29	5
#goodday	#يوم_جيد	2.236	29	5
#diva	#بريمادونا	2.236	29	5
#music	#موسيقى	2.233	185	32
beautifully	جميل	2.227	46	8
#queen	#ملكة	2.227	23	4
symphony	سمفونية	2.227	23	4
underwood	الشجيرات النامية تحت الشجر الكبير	2.213	119	21
filet	فيليه	2.213	17	3
masterpiece	تحفة	2.213	34	6
#advice	#النصيحة	2.213	17	3
tailgate	الباب الخلفي	2.213	17	3
remarkable	رائع	2.213	17	3
lindor	يندور	2.213	17	3
cocktails	الكوكتيلات	2.208	79	14
beautiful	جميل	2.202	2563	457
meteor	نيزك	2.201	84	15
#powerful	#قوي	2.201	28	5
croissant	كرواسون	2.201	28	5
gingerbread	خبز الزنجبيل	2.193	50	9
#think	#اعتقد	2.193	50	9
sheets	صحائف	2.193	511	92
thunderstorm	عاصفة رعدية	2.191	61	11
fireplace	مدفأة	2.191	61	11
candles	الشموع	2.188	177	32
moisturizer	مرطب	2.183	11	2
morton	مورتون	2.183	11	2
orchestra	الأوركسترا	2.183	33	6
balsamic	بلسمي	2.183	11	2
#lights	#أضواء	2.183	11	2
compares	يقارن	2.183	44	8
#woman	#امرأة	2.183	11	2
awoken	أيقظ	2.183	11	2
#ambition	#طموح	2.183	11	2
#concert	#حفلة_موسيقية	2.183	11	2
shania	شانيا	2.183	11	2
tavern	حانة	2.183	11	2
stubble	قصبة	2.183	11	2
brilliantly	ببراعة	2.183	11	2
brilliance	تألق	2.183	22	4
#nom	#حركيا	2.183	11	2
chorizo	كوريزو	2.183	11	2
vineyard	كرم	2.183	11	2
princesses	الأميرات	2.183	11	2
#huge	#ضخم	2.183	11	2
goodfellas	غودفيلاز	2.183	11	2
#champion	#بطل	2.183	11	2
cosmos	كون	2.183	11	2
#bonus	#علاوة	2.183	11	2
beauty	الجمال	2.173	621	114
lightning	صاعقة	2.171	87	16
incredible	لا يصدق	2.171	337	62
rainy	ماطر	2.17	277	51
lavender	الخزامي	2.164	27	5
zeppelin	منطاد	2.164	27	5
#loveher	#احبها	2.161	113	21
mila	ميلة	2.156	75	14
#yum	#يم	2.156	166	31
hottub	هوتوب	2.152	16	3
#youth	#شباب	2.152	48	9
#clean	#نظيف	2.152	32	6
synchronised	تزامن	2.152	16	3
#pandora	#باندورا	2.152	16	3
nosebleed	الرعاف	2.152	16	3
lotus	لوتس	2.152	16	3
#fall	#خريف	2.152	16	3
thins	يخفف	2.152	16	3
jacuzzi	جاكوزي	2.152	32	6
#vibes	#أداة_نقر_موسيقية	2.152	16	3
relaxation	استرخاء	2.152	32	6
gorgeous	رائع	2.15	527	99
classical	كلاسيكي	2.146	53	10
gosling	وغر	2.139	100	19
progressive	تقدمية	2.136	21	4
#classic	#كلاسيكي	2.136	105	20
#commitment	#التزام	2.136	21	4
#babe	#فتاة	2.136	21	4
wallflower	زهرة الجدار	2.127	52	10
#progress	#تقدم	2.127	26	5
digestives	ديجيستيفيس	2.127	26	5
blueberries	توت	2.127	26	5
#boyfriend	#خليل	2.12	93	18
#good	#حسن	2.12	2082	403
relaxed	استرخاء	2.12	62	12
baths	الحمامات	2.118	67	13
massages	التدليك	2.118	67	13
latte	لاتيه	2.117	170	33
soothing	مهدئ	2.116	36	7
sprained	التواء	2.116	36	7
brew	خمر	2.114	154	30
inspire	ألهم	2.112	41	8
cocoa	كاكاو	2.109	92	18
chilled	مبرد	2.106	163	32
#pretty	#جميل	2.102	71	14
cloud	سحابة	2.093	186	37
stallions	الفحول	2.087	5	1
descriptive	وصفي	2.087	5	1
#clear	#واضح	2.087	5	1
pitts	بيتس	2.087	5	1
#windows	#نوافذ	2.087	5	1
venison	لحم الغزال	2.087	10	2
bonded	المستعبدين	2.087	5	1
#seo	#سيو	2.087	5	1
#tomorrowland	#أرض_الغد	2.087	10	2
limes	الليمون الحامض	2.087	5	1
orioles	أوريولز	2.087	5	1
olympia	أولمبيا	2.087	5	1
#libra	#برج_الميزان	2.087	10	2
dazed	مصاب بالدوار	2.087	10	2
eagerly	بفارغ الصبر	2.087	5	1
haiku	الهايكو	2.087	5	1
nutcracker	كسارة الجوز	2.087	15	3
entries	إدخالات	2.087	5	1
luckiest	حظا	2.087	20	4
bloc	كتلة	2.087	5	1
verve	حيوية	2.087	5	1
#whoop	#نعيق	2.087	5	1
pinnacle	قمة	2.087	5	1
transforms	التحويلات	2.087	5	1
#athletics	#الالعاب_الرياضية	2.087	5	1
tyrese	تيريس	2.087	10	2
#nottingham	#نوتنغهام	2.087	5	1
pele	بيليه	2.087	10	2
countryside	ريف	2.087	10	2
#musical	#موسيقي	2.087	10	2
#eye	#عين	2.087	5	1
#surprising	#مفاجئ	2.087	5	1
#hottie	#هوتي	2.087	15	3
conquering	قهر	2.087	5	1
smoky	مدخن	2.087	5	1
tang	تانغ	2.087	10	2
#volleyball	#الكرة_الطائرة	2.087	10	2
ost	معاهدة الفضاء الخارجي	2.087	5	1
supremely	بسمو	2.087	5	1
#athlete	#رياضي	2.087	10	2
#same	#نفسه	2.087	5	1
pavilion	جناح	2.087	10	2
polishes	ملمعات	2.087	5	1
masquerade	حفلة تنكرية	2.087	5	1
peanutbutter	زبدة الفول السوداني	2.087	10	2
hemingway	همنغواي	2.087	5	1
hospitality	حسن الضيافة	2.087	15	3
#eyebrows	#الحاجبين	2.087	5	1
hailey	هيلي	2.087	10	2
#teens	#مراهقون	2.087	10	2
ziti	زيتي	2.087	5	1
#space	#الفضاء	2.087	5	1
#suit	#بدلة	2.087	5	1
#kk	#ك_ك	2.087	5	1
overdressed	أوفيردريسيد	2.087	5	1
#games	#ألعاب	2.087	5	1
#boi	#مجلس_الاستثمار	2.087	5	1
#master	#سيد	2.087	5	1
havas	هافاس	2.087	5	1
bilbo	القيد	2.087	5	1
magnify	كبر	2.087	5	1
rasberry	التوت	2.087	5	1
abundant	كثير	2.087	5	1
burlesque	هزلي	2.087	20	4
#johnnydepp	#جوني_ديب	2.087	5	1
focuses	يركز	2.087	5	1
departed	الراحل	2.087	5	1
okra	بامية	2.087	5	1
#unforgettable	#لا_ينسى	2.087	5	1
#soundtrack	#تسجيل_صوتي	2.087	5	1
#reunion	#جمع_شمل	2.087	5	1
#muslim	#مسلم	2.087	10	2
#drake	#مدفع	2.087	15	3
#icandothis	#أستطيع_أن_أفعل_ذلك	2.087	10	2
mead	الميد شراب مخمر	2.087	5	1
#earth	#أرض	2.087	5	1
#didyouknow	#هل_تعلم	2.087	5	1
#lake	#بحيرة	2.087	5	1
massaged	تدليك	2.087	5	1
burgh	بلدة اسكتلندية متمتعة بحكم ذاتي	2.087	5	1
invitations	دعوات	2.087	5	1
instrumentals	المعزوفات	2.087	5	1
#moon	#القمر	2.087	5	1
swirls	الدوامات	2.087	5	1
merle	ميرل	2.087	5	1
tote	حمل	2.087	10	2
campers	المعسكر	2.087	5	1
tudors	تثدورس	2.087	5	1
#daughter	#ابنة	2.087	5	1
mastery	براعة	2.087	5	1
#shesperfect	#إنها_مثالية	2.087	5	1
lovley	وفليي	2.087	5	1
suga	سوجا	2.087	5	1
brisk	انتعش	2.087	10	2
#shorts	#السراويل_القصيرة	2.087	5	1
congratulation	تهنئة	2.087	5	1
#drive	#حملة	2.087	5	1
walnuts	الجوز	2.087	10	2
#psychology	#علم_النفس	2.087	5	1
#humility	#تواضع	2.087	5	1
#voice	#صوت	2.087	15	3
rooftop	على السطح	2.087	15	3
bluegrass	البلو	2.087	5	1
#growing	#متزايد	2.087	5	1
#points	#نقاط	2.087	5	1
#jamesbond	#جيمس_بوند	2.087	10	2
#jewelry	#مجوهرات	2.087	5	1
kingsley	كينغسلي	2.087	5	1
covent	كوفنت	2.087	10	2
#sofa	#أريكة	2.087	5	1
prodigy	معجزة	2.087	5	1
mayers	مايرز	2.087	5	1
mana	مانا	2.087	5	1
#flying	#طيران	2.087	5	1
#optimist	#المتفائل	2.087	5	1
#shine	#تألق	2.087	5	1
meadows	المروج	2.087	5	1
#pink	#وردي	2.087	20	4
impresses	الأختام	2.087	5	1
rebate	خصم	2.087	20	4
duets	ثنائيات	2.087	5	1
hovered	حامت	2.087	5	1
#date	#تاريخ	2.087	5	1
moet	مويت	2.087	5	1
#sport	#رياضة	2.087	5	1
snapper	سمك	2.087	5	1
frock	فستان	2.087	5	1
clifton	كليفتون	2.087	5	1
#personality	#شخصية	2.087	5	1
intriguing	مثيرة للاهتمام	2.087	5	1
#brotherhood	#أخوة	2.087	5	1
#goodness	#صلاح	2.087	5	1
#outlook	#توقعات	2.087	5	1
anaheim	أنهايم	2.087	5	1
meditate	تأمل	2.087	5	1
bohemian	بوهيمي	2.087	40	8
reloaded	إعادة تحميل	2.087	5	1
stiches	غرز	2.087	5	1
#ok	#حسنا	2.087	75	15
unbeatable	لا يهزم	2.087	10	2
#lifestyle	#نمط_الحياة	2.087	10	2
#bright	#مشرق	2.087	5	1
#onesie	#نيسيي	2.087	5	1
fettuccine	فيتوتشيني	2.087	5	1
coincidentally	من قبيل الصدفة	2.087	5	1
brolly	برولي	2.087	5	1
tine	شوكة	2.087	5	1
#diving	#غوص	2.087	5	1
rarest	أندر	2.087	5	1
whist	صه	2.087	5	1
thyme	زعتر	2.087	5	1
#bossy	#متسلط	2.087	5	1
pedicures	الاظافر	2.087	20	4
fleet	أسطول	2.087	10	2
#trends	#اتجاهات	2.087	5	1
moring	مورينغ	2.087	5	1
clara	كلارا	2.087	5	1
#ladygaga	#المطربه_سيدة_غاغا	2.087	5	1
dior	ديور	2.087	15	3
#wishes	#التمنيات	2.087	5	1
avon	افون	2.087	10	2
mignon	رقيق	2.087	10	2
poets	الشعراء	2.087	5	1
draught	مسودة	2.087	5	1
combining	الجمع بين	2.087	5	1
#embrace	#تعانق	2.087	5	1
#missedyou	#اشتقت_لك	2.087	5	1
jumanji	جومانجي	2.087	5	1
pucker	تجعد	2.087	5	1
iba	ايبا	2.087	5	1
homeworks	الواجبات	2.087	5	1
inspires	يلهم	2.087	10	2
tutti	جميع الأصوات	2.087	5	1
#imfine	#أنا_بخير	2.087	5	1
mahogany	شجرة الماهوغاني	2.087	5	1
lima	ليما	2.087	10	2
ros	روس	2.087	25	5
familia	فاميليا	2.087	5	1
virat	فيرات	2.087	5	1
#chilled	#مبرد	2.087	15	3
ciders	شراب التفاح	2.087	5	1
bergen	بيرغن	2.087	5	1
lazing	التكاسل	2.087	5	1
fillets	فيليه	2.087	5	1
#indigenous	#السكان_الأصليين	2.087	5	1
#arab	#عربي	2.087	5	1
concepts	المفاهيم	2.087	10	2
#thrilling	#مثير	2.087	5	1
houdini	هوديني	2.087	5	1
detect	كشف	2.087	5	1
#hardworking	#العمل_الجاد	2.087	5	1
#bob	#تمايل	2.087	5	1
#italian	#الإيطالي	2.087	10	2
#mexican	#المكسيكي	2.087	5	1
lous	ويس	2.087	5	1
#bridesmaids	#وصيفات_الشرف	2.087	5	1
#shahs	#شرفان	2.087	5	1
congratulations	تهنئة	2.078	223	45
#cool	#بارد	2.077	183	37
depp	ديب	2.058	34	7
#adorable	#بديع	2.058	34	7
fab	القوات المسلحة البوروندية	2.055	150	31
slopes	منحدرات	2.053	29	6
#best	#أفضل	2.053	58	12
#comfy	#مريح	2.053	58	12
lana	لانا	2.048	125	26
#beach	#شاطئ	2.047	24	5
fantastic	رائع	2.045	508	106
tuning	ضبط	2.036	19	4
berries	التوت	2.036	19	4
nicest	اجمل	2.036	95	20
faves	المفضلات	2.036	19	4
eggnog	شراب البيض	2.036	38	8
angel	ملاك	2.035	299	63
violin	كمان	2.029	33	7
bliss	النعيم	2.026	47	10
iced	مثلج	2.024	169	36
amazing	مدهش	2.02	3565	763
toasty	دافء بشكل ممتع	2.018	28	6
#special	#خاص	2.018	14	3
thorpe	ثورب	2.018	14	3
grated	المبشور	2.018	14	3
rocher	روشيه	2.018	14	3
#hello	#مرحبا	2.018	14	3
bora	البورة ريح جافة باردة	2.018	14	3
#fast	#بسرعة	2.018	14	3
#wine	#نبيذ	2.018	56	12
onwards	وما بعده	2.018	28	6
#boss	#رئيس	2.018	28	6
#quality	#جودة	2.018	28	6
djokovic	ديوكوفيتش	2.018	14	3
nectar	رحيق	2.018	14	3
#yup	#نعم	2.018	14	3
saxophone	ساكسفون	2.018	14	3
#wednesday	#الأربعاء	2.018	14	3
marvel	أعجوبة	2.018	14	3
#heaven	#الجنة	2.014	79	17
#beer	#بيرة	2.009	37	8
sheeran	شيران	2.008	217	47
cuppa	فنجان	2.008	397	86
shining	ساطع	2.007	120	26
#film	#فيلم	2.004	23	5
#girlfriend	#صديقة	2.004	23	5
mozzarella	موزاريلا	2.004	23	5
